Proses ID,Proses Tipi,Proses Addımı,Emal Həcmi (ton),Temperatur (°C),Təzyiq (bar),Prosesin Müddəti (saat),İstifadə Edilən Katalizatorlar,Emalın Səmərəliliyi (%),Enerji İstifadəsi (kWh),Ətraf Mühitə Təsir (g CO2 ekvivalent),Təhlükəsizlik Hadisələri,Emal Məhsulları,Əməliyyat Xərcləri (AZN),İstifadə Edilən Avadanlıq,İşçi Sayı,Prosesin Başlama Tarixi,Prosesin Bitmə Tarixi,Təchizatçı Adı,Proses Qrupları,Energy_per_ton,CO2_per_ton,Cost_per_ton
790,Neft Emalı,Katalitik Kraker,1600,510,22,16,Platinum katalizatoru,95,2600,630,4,"Benzin, Parafin, LPG",75000,"Kraker, Katalizator Kolonu",28,2025-02-27,2025-02-28,MK İnşaat,Neft Emalı,1.625,0.39375,46.875
791,Neft Emalı,Distillə,1100,330,7,13,Kükürdizolyan katalizator,97,2150,490,2,"Benzin, Nafta",56000,"Distillə Kolonu, Pompa",17,2025-03-01,2025-03-02,AB Katalizatorları,Neft Emalı,1.9545454545454546,0.44545454545454544,50.90909090909091
792,Qaz Emalı,Kondensasiya,850,110,52,5,Aktiv karbon,91,1450,310,1,"LNG, CNG, Metan",46000,"Reaktor, Kompressor",9,2025-03-03,2025-03-04,XYZ Kompaniyası,Qaz Emalı,1.7058823529411764,0.36470588235294116,54.11764705882353
793,Kimya Emalı,Polimerizasiya,1150,215,9,12,Zirkonium katalizatoru,97,1850,380,0,"Polietilen, Polipropilen",58000,"Reaktor, Quruq Nəqliyyat Sistemi",19,2025-03-05,2025-03-06,UV Polimer Katalizatoru,Kimya Emalı,1.608695652173913,0.33043478260869563,50.43478260869565
794,Neft Emalı,Katalitik Kraker,1400,490,18,14,Platinum katalizatoru,92,2400,590,3,"Benzin, Parafin, LPG",69000,"Kraker, Katalizator Kolonu",26,2025-03-07,2025-03-08,MK İnşaat,Neft Emalı,1.7142857142857142,0.42142857142857143,49.285714285714285
795,Qaz Emalı,Nəzarət Krakeri,900,140,47,9,Silika-alüminium katalizator,89,1250,330,0,"Butan, Propan",43000,"Kraker, Kompressor, Qazan",13,2025-03-09,2025-03-10,KLM Enerji,Qaz Emalı,1.3888888888888888,0.36666666666666664,47.77777777777778
796,Kimya Emalı,Sintetik Yanacaq,1050,210,12,16,Yüksək temperatur katalizator,84,2100,540,1,"Sintetik yanacaq, Nafta",64000,"Reaktor, Katalizator Qutusu",17,2025-03-12,2025-03-13,QRS Kimya,Kimya Emalı,2.0,0.5142857142857142,60.95238095238095
797,Neft Emalı,Distillə,950,340,6,11,Kükürdizolyan katalizator,98,2050,470,1,"Nafta, Benzin",51000,"Distillə Kolonu, Pompa",14,2025-03-14,2025-03-15,AB Katalizatorları,Neft Emalı,2.1578947368421053,0.49473684210526314,53.68421052631579
798,Qaz Emalı,Kondensasiya,1000,115,50,6,Aktiv karbon,93,1550,320,1,"LNG, CNG, Metan",47000,"Reaktor, Kompressor",10,2025-03-16,2025-03-17,XYZ Kompaniyası,Qaz Emalı,1.55,0.32,47.0
799,Kimya Emalı,Polimerizasiya,1400,230,6,14,Zirkonium katalizatoru,99,1900,430,0,"Polietilen, Polipropilen",63000,"Reaktor, Quruq Nəqliyyat Sistemi",21,2025-03-18,2025-03-19,UV Polimer Katalizatoru,Kimya Emalı,1.3571428571428572,0.30714285714285716,45.0
800,Neft Emalı,Katalitik Kraker,1500,520,19,15,Platinum katalizatoru,94,2500,610,2,"Benzin, Parafin, LPG",71000,"Kraker, Katalizator Kolonu",27,2025-03-20,2025-03-21,MK İnşaat,Neft Emalı,1.6666666666666667,0.4066666666666667,47.333333333333336
801,Neft Emalı,Distillə,1000,350,5,12,Kükürdizolyan katalizator,95,2000,500,2,"Nafta, LPG, Benzin",50000,"Distillə Kolonu, Pompa",15,2025-02-10,2025-02-11,AB Katalizatorları,Neft Emalı,2.0,0.5,50.0
802,Qaz Emalı,Kondensasiya,800,100,50,6,Aktiv karbon,92,1500,300,1,"LNG, CNG, Metan",45000,"Reaktor, Kompressor",10,2025-02-12,2025-02-13,XYZ Kompaniyası,Qaz Emalı,1.875,0.375,56.25
803,Kimya Emalı,Polimerizasiya,1200,220,8,10,Zirkonium katalizatoru,98,1800,400,0,"Polietilen, Polipropilen",60000,"Reaktor, Quruq Nəqliyyat Sistemi",20,2025-02-14,2025-02-15,UV Polimer Katalizatoru,Kimya Emalı,1.5,0.3333333333333333,50.0
804,Neft Emalı,Katalitik Kraker,1500,500,20,15,Platinum katalizatoru,93,2500,600,3,"Benzin, Parafin, LPG",70000,"Kraker, Katalizator Kolonu",25,2025-02-16,2025-02-17,MK İnşaat,Neft Emalı,1.6666666666666667,0.4,46.666666666666664
805,Qaz Emalı,Nəzarət Krakeri,900,150,45,8,Silika-alüminium katalizator,90,1300,350,0,"Butan, Propan",40000,"Kraker, Kompressor, Qazan",12,2025-02-18,2025-02-19,KLM Enerji,Qaz Emalı,1.4444444444444444,0.3888888888888889,44.44444444444444
806,Kimya Emalı,Sintetik Yanacaq,1100,230,10,18,Yüksək temperatur katalizator,85,2200,550,1,"Sintetik yanacaq, Nafta",65000,"Reaktor, Katalizator Qutusu",18,2025-02-20,2025-02-21,QRS Kimya,Kimya Emalı,2.0,0.5,59.09090909090909
807,Neft Emalı,Distillə,1050,340,5,14,Kükürdizolyan katalizator,96,2100,480,1,"Nafta, Benzin",55000,"Distillə Kolonu, Pompa",16,2025-02-22,2025-02-23,AB Katalizatorları,Neft Emalı,2.0,0.45714285714285713,52.38095238095238
808,Qaz Emalı,Kondensasiya,950,120,48,7,Aktiv karbon,94,1600,320,0,"LNG, CNG, Butan",47000,"Reaktor, Kompressor",11,2025-02-24,2025-02-25,XYZ Kompaniyası,Qaz Emalı,1.6842105263157894,0.3368421052631579,49.473684210526315
809,Kimya Emalı,Polimerizasiya,1300,225,7,11,Zirkonium katalizatoru,99,1900,420,0,"Polietilen, Polipropilen",62000,"Reaktor, Quruq Nəqliyyat Sistemi",22,2025-02-26,2025-02-27,UV Polimer Katalizatoru,Kimya Emalı,1.4615384615384615,0.3230769230769231,47.69230769230769
810,Neft Emalı,Katalitik Kraker,1600,510,22,16,Platinum katalizatoru,95,2600,630,4,"Benzin, Parafin, LPG",75000,"Kraker, Katalizator Kolonu",28,2025-02-28,2025-03-01,MK İnşaat,Neft Emalı,1.625,0.39375,46.875
811,Neft Emalı,Distillə,1100,330,7,13,Kükürdizolyan katalizator,97,2150,490,2,"Benzin, Nafta",56000,"Distillə Kolonu, Pompa",17,2025-03-02,2025-03-03,AB Katalizatorları,Neft Emalı,1.9545454545454546,0.44545454545454544,50.90909090909091
812,Qaz Emalı,Kondensasiya,850,110,52,5,Aktiv karbon,91,1450,310,1,"LNG, CNG, Metan",46000,"Reaktor, Kompressor",9,2025-03-04,2025-03-05,XYZ Kompaniyası,Qaz Emalı,1.7058823529411764,0.36470588235294116,54.11764705882353
813,Kimya Emalı,Polimerizasiya,1150,215,9,12,Zirkonium katalizatoru,97,1850,380,0,"Polietilen, Polipropilen",58000,"Reaktor, Quruq Nəqliyyat Sistemi",19,2025-03-06,2025-03-07,UV Polimer Katalizatoru,Kimya Emalı,1.608695652173913,0.33043478260869563,50.43478260869565
814,Neft Emalı,Katalitik Kraker,1400,490,18,14,Platinum katalizatoru,92,2400,590,3,"Benzin, Parafin, LPG",69000,"Kraker, Katalizator Kolonu",26,2025-03-08,2025-03-09,MK İnşaat,Neft Emalı,1.7142857142857142,0.42142857142857143,49.285714285714285
815,Qaz Emalı,Nəzarət Krakeri,900,140,47,9,Silika-alüminium katalizator,89,1250,330,0,"Butan, Propan",43000,"Kraker, Kompressor, Qazan",13,2025-03-10,2025-03-11,KLM Enerji,Qaz Emalı,1.3888888888888888,0.36666666666666664,47.77777777777778
816,Kimya Emalı,Sintetik Yanacaq,1050,210,12,16,Yüksək temperatur katalizator,84,2100,540,1,"Sintetik yanacaq, Nafta",64000,"Reaktor, Katalizator Qutusu",17,2025-03-13,2025-03-14,QRS Kimya,Kimya Emalı,2.0,0.5142857142857142,60.95238095238095
817,Neft Emalı,Distillə,950,340,6,11,Kükürdizolyan katalizator,98,2050,470,1,"Nafta, Benzin",51000,"Distillə Kolonu, Pompa",14,2025-03-15,2025-03-16,AB Katalizatorları,Neft Emalı,2.1578947368421053,0.49473684210526314,53.68421052631579
818,Qaz Emalı,Kondensasiya,1000,115,50,6,Aktiv karbon,93,1550,320,1,"LNG, CNG, Metan",47000,"Reaktor, Kompressor",10,2025-03-17,2025-03-18,XYZ Kompaniyası,Qaz Emalı,1.55,0.32,47.0
819,Kimya Emalı,Polimerizasiya,1400,230,6,14,Zirkonium katalizatoru,99,1900,430,0,"Polietilen, Polipropilen",63000,"Reaktor, Quruq Nəqliyyat Sistemi",21,2025-03-19,2025-03-20,UV Polimer Katalizatoru,Kimya Emalı,1.3571428571428572,0.30714285714285716,45.0
820,Neft Emalı,Katalitik Kraker,1500,520,19,15,Platinum katalizatoru,94,2500,610,2,"Benzin, Parafin, LPG",71000,"Kraker, Katalizator Kolonu",27,2025-03-21,2025-03-22,MK İnşaat,Neft Emalı,1.6666666666666667,0.4066666666666667,47.333333333333336
821,Neft Emalı,Distillə,1000,350,5,12,Kükürdizolyan katalizator,95,2000,500,2,"Nafta, LPG, Benzin",50000,"Distillə Kolonu, Pompa",15,2025-02-11,2025-02-12,AB Katalizatorları,Neft Emalı,2.0,0.5,50.0
822,Qaz Emalı,Kondensasiya,800,100,50,6,Aktiv karbon,92,1500,300,1,"LNG, CNG, Metan",45000,"Reaktor, Kompressor",10,2025-02-13,2025-02-14,XYZ Kompaniyası,Qaz Emalı,1.875,0.375,56.25
823,Kimya Emalı,Polimerizasiya,1200,220,8,10,Zirkonium katalizatoru,98,1800,400,0,"Polietilen, Polipropilen",60000,"Reaktor, Quruq Nəqliyyat Sistemi",20,2025-02-15,2025-02-16,UV Polimer Katalizatoru,Kimya Emalı,1.5,0.3333333333333333,50.0
824,Neft Emalı,Katalitik Kraker,1500,500,20,15,Platinum katalizatoru,93,2500,600,3,"Benzin, Parafin, LPG",70000,"Kraker, Katalizator Kolonu",25,2025-02-17,2025-02-18,MK İnşaat,Neft Emalı,1.6666666666666667,0.4,46.666666666666664
825,Qaz Emalı,Nəzarət Krakeri,900,150,45,8,Silika-alüminium katalizator,90,1300,350,0,"Butan, Propan",40000,"Kraker, Kompressor, Qazan",12,2025-02-19,2025-02-20,KLM Enerji,Qaz Emalı,1.4444444444444444,0.3888888888888889,44.44444444444444
826,Kimya Emalı,Sintetik Yanacaq,1100,230,10,18,Yüksək temperatur katalizator,85,2200,550,1,"Sintetik yanacaq, Nafta",65000,"Reaktor, Katalizator Qutusu",18,2025-02-21,2025-02-22,QRS Kimya,Kimya Emalı,2.0,0.5,59.09090909090909
827,Neft Emalı,Distillə,1050,340,5,14,Kükürdizolyan katalizator,96,2100,480,1,"Nafta, Benzin",55000,"Distillə Kolonu, Pompa",16,2025-02-23,2025-02-24,AB Katalizatorları,Neft Emalı,2.0,0.45714285714285713,52.38095238095238
828,Qaz Emalı,Kondensasiya,950,120,48,7,Aktiv karbon,94,1600,320,0,"LNG, CNG, Butan",47000,"Reaktor, Kompressor",11,2025-02-25,2025-02-26,XYZ Kompaniyası,Qaz Emalı,1.6842105263157894,0.3368421052631579,49.473684210526315
829,Kimya Emalı,Polimerizasiya,1300,225,7,11,Zirkonium katalizatoru,99,1900,420,0,"Polietilen, Polipropilen",62000,"Reaktor, Quruq Nəqliyyat Sistemi",22,2025-02-27,2025-02-28,UV Polimer Katalizatoru,Kimya Emalı,1.4615384615384615,0.3230769230769231,47.69230769230769
830,Neft Emalı,Katalitik Kraker,1600,510,22,16,Platinum katalizatoru,95,2600,630,4,"Benzin, Parafin, LPG",75000,"Kraker, Katalizator Kolonu",28,2025-03-01,2025-03-02,MK İnşaat,Neft Emalı,1.625,0.39375,46.875
831,Neft Emalı,Distillə,1100,330,7,13,Kükürdizolyan katalizator,97,2150,490,2,"Benzin, Nafta",56000,"Distillə Kolonu, Pompa",17,2025-03-03,2025-03-04,AB Katalizatorları,Neft Emalı,1.9545454545454546,0.44545454545454544,50.90909090909091
832,Qaz Emalı,Kondensasiya,850,110,52,5,Aktiv karbon,91,1450,310,1,"LNG, CNG, Metan",46000,"Reaktor, Kompressor",9,2025-03-05,2025-03-06,XYZ Kompaniyası,Qaz Emalı,1.7058823529411764,0.36470588235294116,54.11764705882353
833,Kimya Emalı,Polimerizasiya,1150,215,9,12,Zirkonium katalizatoru,97,1850,380,0,"Polietilen, Polipropilen",58000,"Reaktor, Quruq Nəqliyyat Sistemi",19,2025-03-07,2025-03-08,UV Polimer Katalizatoru,Kimya Emalı,1.608695652173913,0.33043478260869563,50.43478260869565
834,Neft Emalı,Katalitik Kraker,1400,490,18,14,Platinum katalizatoru,92,2400,590,3,"Benzin, Parafin, LPG",69000,"Kraker, Katalizator Kolonu",26,2025-03-09,2025-03-10,MK İnşaat,Neft Emalı,1.7142857142857142,0.42142857142857143,49.285714285714285
835,Qaz Emalı,Nəzarət Krakeri,900,140,47,9,Silika-alüminium katalizator,89,1250,330,0,"Butan, Propan",43000,"Kraker, Kompressor, Qazan",13,2025-03-11,2025-03-12,KLM Enerji,Qaz Emalı,1.3888888888888888,0.36666666666666664,47.77777777777778
836,Kimya Emalı,Sintetik Yanacaq,1050,210,12,16,Yüksək temperatur katalizator,84,2100,540,1,"Sintetik yanacaq, Nafta",64000,"Reaktor, Katalizator Qutusu",17,2025-03-14,2025-03-15,QRS Kimya,Kimya Emalı,2.0,0.5142857142857142,60.95238095238095
837,Neft Emalı,Distillə,950,340,6,11,Kükürdizolyan katalizator,98,2050,470,1,"Nafta, Benzin",51000,"Distillə Kolonu, Pompa",14,2025-03-16,2025-03-17,AB Katalizatorları,Neft Emalı,2.1578947368421053,0.49473684210526314,53.68421052631579
838,Qaz Emalı,Kondensasiya,1000,115,50,6,Aktiv karbon,93,1550,320,1,"LNG, CNG, Metan",47000,"Reaktor, Kompressor",10,2025-03-18,2025-03-19,XYZ Kompaniyası,Qaz Emalı,1.55,0.32,47.0
839,Kimya Emalı,Polimerizasiya,1400,230,6,14,Zirkonium katalizatoru,99,1900,430,0,"Polietilen, Polipropilen",63000,"Reaktor, Quruq Nəqliyyat Sistemi",21,2025-03-20,2025-03-21,UV Polimer Katalizatoru,Kimya Emalı,1.3571428571428572,0.30714285714285716,45.0
840,Neft Emalı,Katalitik Kraker,1500,520,19,15,Platinum katalizatoru,94,2500,610,2,"Benzin, Parafin, LPG",71000,"Kraker, Katalizator Kolonu",27,2025-03-22,2025-03-23,MK İnşaat,Neft Emalı,1.6666666666666667,0.4066666666666667,47.333333333333336
841,Neft Emalı,Distillə,1000,350,5,12,Kükürdizolyan katalizator,95,2000,500,2,"Nafta, LPG, Benzin",50000,"Distillə Kolonu, Pompa",15,2025-02-12,2025-02-13,AB Katalizatorları,Neft Emalı,2.0,0.5,50.0
842,Qaz Emalı,Kondensasiya,800,100,50,6,Aktiv karbon,92,1500,300,1,"LNG, CNG, Metan",45000,"Reaktor, Kompressor",10,2025-02-14,2025-02-15,XYZ Kompaniyası,Qaz Emalı,1.875,0.375,56.25
843,Kimya Emalı,Polimerizasiya,1200,220,8,10,Zirkonium katalizatoru,98,1800,400,0,"Polietilen, Polipropilen",60000,"Reaktor, Quruq Nəqliyyat Sistemi",20,2025-02-16,2025-02-17,UV Polimer Katalizatoru,Kimya Emalı,1.5,0.3333333333333333,50.0
844,Neft Emalı,Katalitik Kraker,1500,500,20,15,Platinum katalizatoru,93,2500,600,3,"Benzin, Parafin, LPG",70000,"Kraker, Katalizator Kolonu",25,2025-02-18,2025-02-19,MK İnşaat,Neft Emalı,1.6666666666666667,0.4,46.666666666666664
845,Qaz Emalı,Nəzarət Krakeri,900,150,45,8,Silika-alüminium katalizator,90,1300,350,0,"Butan, Propan",40000,"Kraker, Kompressor, Qazan",12,2025-02-20,2025-02-21,KLM Enerji,Qaz Emalı,1.4444444444444444,0.3888888888888889,44.44444444444444
846,Kimya Emalı,Sintetik Yanacaq,1100,230,10,18,Yüksək temperatur katalizator,85,2200,550,1,"Sintetik yanacaq, Nafta",65000,"Reaktor, Katalizator Qutusu",18,2025-02-22,2025-02-23,QRS Kimya,Kimya Emalı,2.0,0.5,59.09090909090909
847,Neft Emalı,Distillə,1050,340,5,14,Kükürdizolyan katalizator,96,2100,480,1,"Nafta, Benzin",55000,"Distillə Kolonu, Pompa",16,2025-02-24,2025-02-25,AB Katalizatorları,Neft Emalı,2.0,0.45714285714285713,52.38095238095238
848,Qaz Emalı,Kondensasiya,950,120,48,7,Aktiv karbon,94,1600,320,0,"LNG, CNG, Butan",47000,"Reaktor, Kompressor",11,2025-02-26,2025-02-27,XYZ Kompaniyası,Qaz Emalı,1.6842105263157894,0.3368421052631579,49.473684210526315
849,Kimya Emalı,Polimerizasiya,1300,225,7,11,Zirkonium katalizatoru,99,1900,420,0,"Polietilen, Polipropilen",62000,"Reaktor, Quruq Nəqliyyat Sistemi",22,2025-02-28,2025-03-01,UV Polimer Katalizatoru,Kimya Emalı,1.4615384615384615,0.3230769230769231,47.69230769230769
850,Neft Emalı,Katalitik Kraker,1600,510,22,16,Platinum katalizatoru,95,2600,630,4,"Benzin, Parafin, LPG",75000,"Kraker, Katalizator Kolonu",28,2025-03-02,2025-03-03,MK İnşaat,Neft Emalı,1.625,0.39375,46.875
851,Neft Emalı,Distillə,1100,330,7,13,Kükürdizolyan katalizator,97,2150,490,2,"Benzin, Nafta",56000,"Distillə Kolonu, Pompa",17,2025-03-04,2025-03-05,AB Katalizatorları,Neft Emalı,1.9545454545454546,0.44545454545454544,50.90909090909091
852,Qaz Emalı,Kondensasiya,850,110,52,5,Aktiv karbon,91,1450,310,1,"LNG, CNG, Metan",46000,"Reaktor, Kompressor",9,2025-03-06,2025-03-07,XYZ Kompaniyası,Qaz Emalı,1.7058823529411764,0.36470588235294116,54.11764705882353
853,Kimya Emalı,Polimerizasiya,1150,215,9,12,Zirkonium katalizatoru,97,1850,380,0,"Polietilen, Polipropilen",58000,"Reaktor, Quruq Nəqliyyat Sistemi",19,2025-03-08,2025-03-09,UV Polimer Katalizatoru,Kimya Emalı,1.608695652173913,0.33043478260869563,50.43478260869565
854,Neft Emalı,Katalitik Kraker,1400,490,18,14,Platinum katalizatoru,92,2400,590,3,"Benzin, Parafin, LPG",69000,"Kraker, Katalizator Kolonu",26,2025-03-10,2025-03-11,MK İnşaat,Neft Emalı,1.7142857142857142,0.42142857142857143,49.285714285714285
855,Qaz Emalı,Nəzarət Krakeri,900,140,47,9,Silika-alüminium katalizator,89,1250,330,0,"Butan, Propan",43000,"Kraker, Kompressor, Qazan",13,2025-03-12,2025-03-13,KLM Enerji,Qaz Emalı,1.3888888888888888,0.36666666666666664,47.77777777777778
856,Kimya Emalı,Sintetik Yanacaq,1050,210,12,16,Yüksək temperatur katalizator,84,2100,540,1,"Sintetik yanacaq, Nafta",64000,"Reaktor, Katalizator Qutusu",17,2025-03-15,2025-03-16,QRS Kimya,Kimya Emalı,2.0,0.5142857142857142,60.95238095238095
857,Neft Emalı,Distillə,950,340,6,11,Kükürdizolyan katalizator,98,2050,470,1,"Nafta, Benzin",51000,"Distillə Kolonu, Pompa",14,2025-03-17,2025-03-18,AB Katalizatorları,Neft Emalı,2.1578947368421053,0.49473684210526314,53.68421052631579
858,Qaz Emalı,Kondensasiya,1000,115,50,6,Aktiv karbon,93,1550,320,1,"LNG, CNG, Metan",47000,"Reaktor, Kompressor",10,2025-03-19,2025-03-20,XYZ Kompaniyası,Qaz Emalı,1.55,0.32,47.0
859,Kimya Emalı,Polimerizasiya,1400,230,6,14,Zirkonium katalizatoru,99,1900,430,0,"Polietilen, Polipropilen",63000,"Reaktor, Quruq Nəqliyyat Sistemi",21,2025-03-21,2025-03-22,UV Polimer Katalizatoru,Kimya Emalı,1.3571428571428572,0.30714285714285716,45.0
860,Neft Emalı,Katalitik Kraker,1500,520,19,15,Platinum katalizatoru,94,2500,610,2,"Benzin, Parafin, LPG",71000,"Kraker, Katalizator Kolonu",27,2025-03-23,2025-03-24,MK İnşaat,Neft Emalı,1.6666666666666667,0.4066666666666667,47.333333333333336
861,Neft Emalı,Distillə,1000,350,5,12,Kükürdizolyan katalizator,95,2000,500,2,"Nafta, LPG, Benzin",50000,"Distillə Kolonu, Pompa",15,2025-02-13,2025-02-14,AB Katalizatorları,Neft Emalı,2.0,0.5,50.0
862,Qaz Emalı,Kondensasiya,800,100,50,6,Aktiv karbon,92,1500,300,1,"LNG, CNG, Metan",45000,"Reaktor, Kompressor",10,2025-02-15,2025-02-16,XYZ Kompaniyası,Qaz Emalı,1.875,0.375,56.25
863,Kimya Emalı,Polimerizasiya,1200,220,8,10,Zirkonium katalizatoru,98,1800,400,0,"Polietilen, Polipropilen",60000,"Reaktor, Quruq Nəqliyyat Sistemi",20,2025-02-17,2025-02-18,UV Polimer Katalizatoru,Kimya Emalı,1.5,0.3333333333333333,50.0
864,Neft Emalı,Katalitik Kraker,1500,500,20,15,Platinum katalizatoru,93,2500,600,3,"Benzin, Parafin, LPG",70000,"Kraker, Katalizator Kolonu",25,2025-02-19,2025-02-20,MK İnşaat,Neft Emalı,1.6666666666666667,0.4,46.666666666666664
865,Qaz Emalı,Nəzarət Krakeri,900,150,45,8,Silika-alüminium katalizator,90,1300,350,0,"Butan, Propan",40000,"Kraker, Kompressor, Qazan",12,2025-02-21,2025-02-22,KLM Enerji,Qaz Emalı,1.4444444444444444,0.3888888888888889,44.44444444444444
866,Kimya Emalı,Sintetik Yanacaq,1100,230,10,18,Yüksək temperatur katalizator,85,2200,550,1,"Sintetik yanacaq, Nafta",65000,"Reaktor, Katalizator Qutusu",18,2025-02-23,2025-02-24,QRS Kimya,Kimya Emalı,2.0,0.5,59.09090909090909
867,Neft Emalı,Distillə,1050,340,5,14,Kükürdizolyan katalizator,96,2100,480,1,"Nafta, Benzin",55000,"Distillə Kolonu, Pompa",16,2025-02-25,2025-02-26,AB Katalizatorları,Neft Emalı,2.0,0.45714285714285713,52.38095238095238
868,Qaz Emalı,Kondensasiya,950,120,48,7,Aktiv karbon,94,1600,320,0,"LNG, CNG, Butan",47000,"Reaktor, Kompressor",11,2025-02-27,2025-02-28,XYZ Kompaniyası,Qaz Emalı,1.6842105263157894,0.3368421052631579,49.473684210526315
869,Kimya Emalı,Polimerizasiya,1300,225,7,11,Zirkonium katalizatoru,99,1900,420,0,"Polietilen, Polipropilen",62000,"Reaktor, Quruq Nəqliyyat Sistemi",22,2025-03-01,2025-03-02,UV Polimer Katalizatoru,Kimya Emalı,1.4615384615384615,0.3230769230769231,47.69230769230769
870,Neft Emalı,Katalitik Kraker,1600,510,22,16,Platinum katalizatoru,95,2600,630,4,"Benzin, Parafin, LPG",75000,"Kraker, Katalizator Kolonu",28,2025-03-03,2025-03-04,MK İnşaat,Neft Emalı,1.625,0.39375,46.875
871,Neft Emalı,Distillə,1100,330,7,13,Kükürdizolyan katalizator,97,2150,490,2,"Benzin, Nafta",56000,"Distillə Kolonu, Pompa",17,2025-03-05,2025-03-06,AB Katalizatorları,Neft Emalı,1.9545454545454546,0.44545454545454544,50.90909090909091
872,Qaz Emalı,Kondensasiya,850,110,52,5,Aktiv karbon,91,1450,310,1,"LNG, CNG, Metan",46000,"Reaktor, Kompressor",9,2025-03-07,2025-03-08,XYZ Kompaniyası,Qaz Emalı,1.7058823529411764,0.36470588235294116,54.11764705882353
873,Kimya Emalı,Polimerizasiya,1150,215,9,12,Zirkonium katalizatoru,97,1850,380,0,"Polietilen, Polipropilen",58000,"Reaktor, Quruq Nəqliyyat Sistemi",19,2025-03-09,2025-03-10,UV Polimer Katalizatoru,Kimya Emalı,1.608695652173913,0.33043478260869563,50.43478260869565
874,Neft Emalı,Katalitik Kraker,1400,490,18,14,Platinum katalizatoru,92,2400,590,3,"Benzin, Parafin, LPG",69000,"Kraker, Katalizator Kolonu",26,2025-03-11,2025-03-12,MK İnşaat,Neft Emalı,1.7142857142857142,0.42142857142857143,49.285714285714285
875,Qaz Emalı,Nəzarət Krakeri,900,140,47,9,Silika-alüminium katalizator,89,1250,330,0,"Butan, Propan",43000,"Kraker, Kompressor, Qazan",13,2025-03-13,2025-03-14,KLM Enerji,Qaz Emalı,1.3888888888888888,0.36666666666666664,47.77777777777778
876,Kimya Emalı,Sintetik Yanacaq,1050,210,12,16,Yüksək temperatur katalizator,84,2100,540,1,"Sintetik yanacaq, Nafta",64000,"Reaktor, Katalizator Qutusu",17,2025-03-16,2025-03-17,QRS Kimya,Kimya Emalı,2.0,0.5142857142857142,60.95238095238095
877,Neft Emalı,Distillə,950,340,6,11,Kükürdizolyan katalizator,98,2050,470,1,"Nafta, Benzin",51000,"Distillə Kolonu, Pompa",14,2025-03-18,2025-03-19,AB Katalizatorları,Neft Emalı,2.1578947368421053,0.49473684210526314,53.68421052631579
878,Qaz Emalı,Kondensasiya,1000,115,50,6,Aktiv karbon,93,1550,320,1,"LNG, CNG, Metan",47000,"Reaktor, Kompressor",10,2025-03-20,2025-03-21,XYZ Kompaniyası,Qaz Emalı,1.55,0.32,47.0
879,Kimya Emalı,Polimerizasiya,1400,230,6,14,Zirkonium katalizatoru,99,1900,430,0,"Polietilen, Polipropilen",63000,"Reaktor, Quruq Nəqliyyat Sistemi",21,2025-03-22,2025-03-23,UV Polimer Katalizatoru,Kimya Emalı,1.3571428571428572,0.30714285714285716,45.0
880,Neft Emalı,Katalitik Kraker,1500,520,19,15,Platinum katalizatoru,94,2500,610,2,"Benzin, Parafin, LPG",71000,"Kraker, Katalizator Kolonu",27,2025-03-24,2025-03-25,MK İnşaat,Neft Emalı,1.6666666666666667,0.4066666666666667,47.333333333333336
881,Neft Emalı,Distillə,1000,350,5,12,Kükürdizolyan katalizator,95,2000,500,2,"Nafta, LPG, Benzin",50000,"Distillə Kolonu, Pompa",15,2025-02-14,2025-02-15,AB Katalizatorları,Neft Emalı,2.0,0.5,50.0
882,Qaz Emalı,Kondensasiya,800,100,50,6,Aktiv karbon,92,1500,300,1,"LNG, CNG, Metan",45000,"Reaktor, Kompressor",10,2025-02-16,2025-02-17,XYZ Kompaniyası,Qaz Emalı,1.875,0.375,56.25
883,Kimya Emalı,Polimerizasiya,1200,220,8,10,Zirkonium katalizatoru,98,1800,400,0,"Polietilen, Polipropilen",60000,"Reaktor, Quruq Nəqliyyat Sistemi",20,2025-02-18,2025-02-19,UV Polimer Katalizatoru,Kimya Emalı,1.5,0.3333333333333333,50.0
884,Neft Emalı,Katalitik Kraker,1500,500,20,15,Platinum katalizatoru,93,2500,600,3,"Benzin, Parafin, LPG",70000,"Kraker, Katalizator Kolonu",25,2025-02-20,2025-02-21,MK İnşaat,Neft Emalı,1.6666666666666667,0.4,46.666666666666664
885,Qaz Emalı,Nəzarət Krakeri,900,150,45,8,Silika-alüminium katalizator,90,1300,350,0,"Butan, Propan",40000,"Kraker, Kompressor, Qazan",12,2025-02-22,2025-02-23,KLM Enerji,Qaz Emalı,1.4444444444444444,0.3888888888888889,44.44444444444444
886,Kimya Emalı,Sintetik Yanacaq,1100,230,10,18,Yüksək temperatur katalizator,85,2200,550,1,"Sintetik yanacaq, Nafta",65000,"Reaktor, Katalizator Qutusu",18,2025-02-24,2025-02-25,QRS Kimya,Kimya Emalı,2.0,0.5,59.09090909090909
887,Neft Emalı,Distillə,1050,340,5,14,Kükürdizolyan katalizator,96,2100,480,1,"Nafta, Benzin",55000,"Distillə Kolonu, Pompa",16,2025-02-26,2025-02-27,AB Katalizatorları,Neft Emalı,2.0,0.45714285714285713,52.38095238095238
